nummer,naam stier,gebjr,run nummer,basis,kicode,owner,base,rel NVI,NVI,source production,rel Inet,dochters productie,milk,fat,protein,lactose,rel milk,rel fat,rel prot,rel lact,source dmi,daughters dmi,rel dmi direct,rel dmi incl voorspellers,rel bvo,rel bvk,dmi direct,dmi incl voorspellers,FSM,FSCM,bvo obv selectieindex,rel bvo new,diff bvo
HOLNLDM000489715994,MONTREUX 50,2008,241,1,39562,KI39,2024HC,96,-111,E,99,2515,201,-10,-5,0,99,99,99,99,E,1,48,76,61,61,112,20,-46,-45,-30,61,-16
HOLNLDM000570005311,RHALA HIMALAYA,2010,241,1,769669,KI22,2024HC,80,-196,J,85,0,835,-26,-13,53,89,87,85,87,J,0,49,74,54,54,13,-9,-13,-13,5,54,-18
HOLNLDM000738510073,KASTANJEHOF KOEN,2013,241,1,82931,,2024HC,80,-139,E,86,13,-721,-21,-19,-44,89,89,86,82,E,0,51,75,56,56,-107,-109,7,7,13,56,-6
HOLBELM000512450560,DELANA MORRISON,2015,241,1,769690,IM63,2024HC,91,79,E,97,235,957,12,16,64,98,98,97,98,E,4,55,77,61,61,50,110,-13,-13,-10,61,-3
HOLNLDM000440865205,EASTLAND STARMAKER,2006,241,1,978164,CO60,2024HC,90,-176,E,96,170,-93,-39,-7,-2,97,97,96,97,E,0,50,76,60,60,-62,-99,9,9,20,60,-11
HOLUSAM003212996888,SIEMERS BALLGAME,2020,241,1,783785,IM75,2024HC,69,179,G,75,0,1366,58,33,63,82,80,75,75,G,0,47,72,50,50,96,229,-19,-18,-27,50,8
HOLNLDM000940147494,MOLENKAMP BOLT,2012,241,1,767559,IM74,2024HC,96,98,E,99,2204,276,5,18,7,99,99,99,99,E,3,61,79,64,64,-134,-64,100,97,68,64,32
HOLNLDM000880033088,LOWLANDS FROST,2011,241,1,940670,CO60,2024HC,92,2,E,97,203,-300,1,-11,-32,98,97,97,98,E,0,54,77,61,61,6,-90,53,51,41,61,12
HOLNLDM000759707386,VEKIS COBALCO,2015,241,1,769439,IM90,2024HC,82,9,J,87,0,1072,-10,9,58,91,90,87,89,J,0,48,74,55,55,-45,37,2,2,7,55,-5
HOLNLDM000490086476,PENTAGON WARRIOR,2008,241,1,978918,CO60,2024HC,90,-148,E,96,133,629,-21,-25,30,97,96,96,97,E,0,53,77,61,61,-1,-105,60,58,71,61,-11
HOLDEUM000540415158,BASIS PP,2018,241,1,782269,IM74,2024HC,71,72,G,78,0,-320,34,-12,-14,84,83,78,77,G,0,48,73,52,52,-12,19,27,26,9,52,18
HOLNLDM000690764152,HEIWEIDE COMMANDER,2010,241,1,940605,CO60,2024HC,88,-138,E,94,97,-925,-46,-30,-40,96,95,94,95,E,0,50,76,59,59,21,-136,-26,-25,1,59,-27
HOLUSAM003243114804,SLICK-GATOR NIPPY-SL-P,2021,241,1,942791,CO60,2024HC,68,51,G,74,0,208,29,9,11,81,79,74,74,G,0,47,72,50,50,62,60,19,18,6,50,13
HOLNLDM000420499231,LOWLANDS LARRY,2005,241,1,977553,CO60,2024HC,91,-192,E,96,172,-915,-41,-34,-46,97,97,96,97,E,0,54,77,61,61,74,-133,-28,-27,-1,61,-27
HOLDEUM000770753339,DG NH ARROW,2018,241,1,781926,IM90,2024HC,80,65,E,87,44,424,17,6,18,90,90,87,90,E,0,47,74,55,55,204,196,-139,-135,-107,55,-32
HOLDEUM000360860386,GREGOR,2018,241,1,783695,IM03,2024HC,74,163,G,80,0,780,36,18,46,85,84,80,78,G,0,48,73,52,52,-40,103,31,30,12,52,19
HOLNLDM000940555736,DELTA CADILLAC,2011,241,1,940675,CO60,2024HC,92,-22,E,97,242,-471,-7,-22,-14,98,98,97,98,E,0,53,77,61,61,-23,-119,69,67,67,61,2
HOLNLDM000710731346,DELTA JILBO,2014,241,1,941493,CO60,2024HC,94,24,E,99,465,-1188,13,-27,-55,99,99,99,99,E,0,50,76,61,61,-46,-127,78,76,65,61,13
HOLNLDM000570117072,NEWHOUSE NANNO,2011,241,1,768915,KI34,2024HC,79,-67,J,86,0,622,-19,2,38,90,89,86,88,J,0,49,74,55,55,-84,-96,91,88,75,55,16
HOLUSAM000073191154,REGANCREST MILFORD-P,2014,241,1,768724,IM75,2024HC,86,-38,D,93,62,-26,-7,-8,-6,94,94,93,94,D,5,54,76,59,59,11,-54,26,25,24,59,2
HOLNLDM000630318292,POPPE RED HOT BAHAMA,2019,241,1,39982,KI39,2024HC,79,98,E,86,52,421,5,21,25,90,89,86,89,E,0,50,75,56,56,-7,42,12,12,5,56,7
HOLNZLM000000106512,HALLVILLE L FEDERA S1F,2005,241,1,765021,CO60,2024HC,70,-181,J,80,0,-2671,-29,-63,-136,86,85,80,86,J,0,47,73,53,53,-237,-322,78,76,64,53,14
HOLNLDM000940357822,WOLFVERS MALAGA,2013,241,1,39744,KI39,2024HC,90,-117,E,96,167,372,1,6,7,97,97,96,97,E,0,55,77,61,61,93,36,-22,-21,-19,61,-3
HOLNLDM000630318564,POPPE K&L SAN REMO,2019,241,1,782652,IM74,2024HC,73,196,G,79,0,1231,54,38,65,85,84,79,78,G,0,47,73,52,52,80,158,51,49,21,52,30
HOLNLDM000740210262,DG JUST IN TIME,2021,241,1,784269,IM90,2024HC,69,277,G,76,0,1880,77,59,91,83,81,76,76,G,0,47,72,50,50,124,245,56,54,19,50,37
HOLNLDM000890466605,BOUW G-FORCE FERRY,2012,241,1,780329,,2024HC,84,5,J,90,0,-175,-13,-2,-6,92,91,90,89,J,0,58,77,59,59,-58,-53,19,18,18,59,1
HOLUSAM000053557278,MR REGELCREEK SHOT AL,2007,241,1,766652,IM52,2024HC,96,-64,D,99,1305,-275,-1,-12,-14,99,99,99,99,D,0,51,77,62,62,-63,-102,75,73,64,62,11
HOLNLDM000661726527,DOUBLE W RANGER,2016,241,1,941769,CO60,2024HC,98,108,E,99,47233,159,46,20,10,99,99,99,99,E,124,87,90,81,81,113,143,-17,-16,-26,81,9
HOLNLDM000680358363,DELTA SHOW ME,2021,241,1,942705,CO60,2024HC,74,217,G,80,0,1831,44,45,90,85,84,80,78,G,0,52,74,53,53,106,211,6,6,-7,53,13
HOLNZLM000000107519,HAZAEL RENEGADE DRIVER,2006,241,1,765023,CO60,2024HC,46,-164,I,59,0,-1378,-76,-48,-62,69,65,59,63,I,0,10,57,34,34,-200,-482,219,212,156,34,63
HOLDEUM001501521636,TERSUS,2014,241,1,769819,IM74,2024HC,84,-88,J,90,0,-977,-55,-38,-38,92,91,90,89,J,0,49,75,57,57,-21,-116,-72,-70,-31,57,-41
HOLNLDM000750010007,BATENBURG G. MALKOV,2014,241,1,39790,KI39,2024HC,92,-50,E,97,290,881,-6,10,42,98,98,97,98,E,0,53,77,61,61,98,95,-61,-59,-44,61,-17
HOLDNKM000000256860,ANDERSTRUP MASVEN,2013,241,1,768696,IM63,2024HC,86,-60,E,92,55,346,-3,2,11,94,93,92,94,E,0,53,76,59,59,29,12,-7,-7,-4,59,-3
HOLNLDM000470080263,DELTA PALERMO,2006,241,1,978106,CO60,2024HC,90,-135,E,96,152,1121,-28,-10,46,97,97,96,97,E,0,54,77,61,61,-102,-175,146,142,134,61,12
HOLNLDM000490473801,PLATAAN WOMACK,2008,241,1,978946,CO60,2024HC,89,-120,E,95,102,-560,8,-20,-24,96,96,95,96,E,0,52,76,59,59,2,-54,29,28,27,59,2
HOLDNKM000000262284,TIRSVAD 3STAR MEMBER PP,2021,241,1,784432,IM74,2024HC,66,218,G,70,0,548,68,31,37,78,77,70,81,G,0,47,71,49,49,121,196,10,10,-13,49,23
HOLNLDM000640062309,DOLOMITA DELTA JAIDYN,2020,241,1,783452,IM63,2024HC,75,180,G,81,0,929,21,27,51,86,85,81,79,G,0,50,74,53,53,32,148,-32,-31,-29,53,-3
HOLFRAM005368980695,INSIDER,2013,241,1,768146,IM65,2024HC,84,9,J,87,0,385,-9,-8,19,91,89,87,89,J,0,51,75,56,56,-48,-61,50,49,43,56,7
HOLNZLM000000110563,HSS OMAN PARKLANE,2009,241,1,766336,CO60,2024HC,74,-167,J,76,0,-609,-48,-28,-35,82,81,76,83,J,0,53,74,53,53,-150,-238,78,76,69,53,9
HOLDNKM000000257649,CITIZEN,2014,241,1,768939,IM74,2024HC,83,8,J,90,0,795,-23,7,44,92,91,90,89,J,0,52,75,57,57,98,28,-31,-30,-15,57,-16
HOLDNKM000000258649,VH BLUSH BRADOC,2015,241,1,780777,IM65,2024HC,80,151,D,84,21,-1163,-23,-10,-49,88,87,84,88,D,1,22,68,48,48,-54,-119,18,17,19,48,-1
HOLDNKM000000257763,VH BOSMAN,2014,241,1,769037,IM65,2024HC,95,150,E,99,1106,869,59,50,32,99,99,99,99,E,1,55,78,63,63,12,115,89,86,29,63,60
HOLDNKM000000257142,BAROY,2014,241,1,768654,IM03,2024HC,81,30,J,88,0,1075,38,25,47,91,90,88,89,J,0,55,76,57,57,124,135,11,11,-5,57,16
HOLNZLM000000109660,DELTA WESTMORE,2008,241,1,109668,CO60,2024HC,90,-186,E,96,153,-918,-48,-42,-48,97,97,96,97,E,0,51,76,60,60,39,-92,-94,-91,-44,60,-50
HOLNLDM000930510756,LOWLANDS BLACK PEARL,2011,241,1,940709,CO60,2024HC,90,-98,E,96,172,-245,11,10,-23,97,97,96,97,E,0,50,76,60,60,-6,-49,63,61,35,60,28
HOLNZLM000000110549,HSS OMAN PANORAMA,2009,241,1,766338,CO60,2024HC,74,-180,J,76,0,-591,-42,-18,-20,82,81,76,83,J,0,53,74,53,53,-114,-141,17,16,24,53,-7
HOLNLDM000490876062,DELTA VLASTA,2008,241,1,978903,CO60,2024HC,89,-140,E,95,114,423,-27,-14,27,96,96,95,96,E,0,54,77,61,61,18,-89,41,40,50,61,-9
HOLDNKM000000250549,MAVID,2006,241,1,766377,IM03,2024HC,97,34,D,99,7514,-327,-6,5,-12,99,99,99,99,D,19,72,83,70,70,-267,-239,221,214,179,70,42
HOLDEUM000361770811,LINDY,2019,241,1,782312,IM90,2024HC,80,152,J,89,0,1261,44,42,51,91,90,89,89,J,0,47,74,55,55,7,125,55,53,20,55,35
HOLDEUM000541365165,WILL MOVE PP,2021,241,1,784289,IM74,2024HC,69,220,G,75,0,1259,53,48,59,82,81,75,75,G,0,47,72,50,50,-14,121,91,88,50,50,41
HOLNLDM000520287673,AURORA JEROEN,2009,241,1,940155,CO60,2024HC,97,-41,E,99,6722,41,23,17,-6,99,99,99,99,E,4,59,79,64,64,67,102,-41,-40,-51,64,10
HOLDNKM000000256012,BELADI,2012,241,1,768093,IM74,2024HC,93,55,E,98,345,42,10,0,6,98,98,98,98,E,2,53,77,61,61,-28,18,8,8,5,61,3
HOLNLDM000880469346,CREIJLAND GOLIJAN,2012,241,1,82916,,2024HC,80,-97,E,86,12,624,-14,9,24,90,89,86,82,E,0,52,75,56,56,-30,-37,38,37,32,56,6
HOLDEUM000360215365,B H GIN TONICS,2017,241,1,781436,IM03,2024HC,81,223,J,89,0,1886,60,56,73,92,91,89,89,J,0,48,74,55,55,66,249,-2,-2,-29,55,27
HOLDEUM000540983744,KINGMASTER,2019,241,1,782679,IM03,2024HC,75,54,G,80,0,450,5,-1,21,86,85,80,79,G,0,47,73,52,52,29,42,-15,-15,-11,52,-4
HOLUSAM003224956459,PEAK ZONATA,2021,241,1,942722,CO60,2024HC,69,181,G,75,0,419,69,31,17,82,80,75,75,G,0,47,72,50,50,56,175,16,16,-9,50,25
HOLDNKM000000255330,BANGARD,2012,241,1,769223,KI34,2024HC,90,21,E,95,109,542,4,6,27,96,96,95,96,E,0,52,76,59,59,-5,-6,44,43,34,59,10
HOLDEUM000360044741,INTERCITY,2018,241,1,781784,IM03,2024HC,81,151,J,89,0,1418,28,23,61,92,91,89,89,J,0,48,75,57,57,-65,99,36,35,17,57,19
HOLNLDM000610420041,DOUBLE W MS GOLDMINE,2011,241,1,940659,CO60,2024HC,90,-264,E,95,138,-968,-71,-58,-42,96,96,95,96,E,0,53,77,61,61,-43,-158,-88,-85,-27,61,-61
HOLNLDM000421801499,ALFA,2005,241,1,39395,IM53,2024HC,88,-255,E,95,105,-544,-54,-26,-22,96,96,95,96,E,0,49,76,59,59,-122,-140,-19,-18,10,59,-29
HOLNLDM000481865208,DT SERGEANT,2007,241,1,978611,CO60,2024HC,91,-152,E,97,191,-495,-48,-23,-23,97,97,97,97,E,0,50,76,60,60,-56,-123,-21,-20,5,60,-26
HOLNLDM000521627591,DELTA ROGER,2009,241,1,940018,CO60,2024HC,78,-106,G,83,0,-495,-2,-14,-16,88,87,83,81,G,0,56,76,56,56,-59,-76,43,42,33,56,10
HOLDNKM000000258119,VH COMXA P,2015,241,1,780339,,2024HC,82,3,J,86,0,686,19,20,25,90,89,86,88,J,1,43,73,54,54,84,77,5,5,-5,54,10
HOLNLDM000571956786,HEIDENSKIPSTER DOWNTOWN,2016,241,1,780182,IM03,2024HC,85,120,E,92,64,1533,44,35,69,94,94,92,94,E,0,48,75,58,58,92,228,-40,-39,-49,58,9
HOLNLDM000751976786,ZANDENBURG SPARKLE,2015,241,1,941677,CO60,2024HC,93,76,E,98,265,1275,-3,30,62,98,98,98,98,E,2,51,76,60,60,66,37,42,41,26,60,16
HOLDNKM000000257642,TIRSVAD GALA,2014,241,1,941562,CO60,2024HC,94,45,E,98,391,941,3,19,35,99,99,98,99,E,0,50,76,61,61,-115,-77,133,129,97,61,36
HOLUSAM000073753400,NO-FLA ALTACRAIG,2015,241,1,769580,KI77,2024HC,89,153,E,94,125,1175,38,36,69,95,95,94,95,E,0,49,75,58,58,138,179,-2,-2,-20,58,18
HOLNLDM000751089990,KOEPON MOTIF,2015,241,1,39822,KI39,2024HC,89,28,E,95,207,-16,24,-5,1,96,96,95,96,E,0,51,76,59,59,28,50,-4,-4,-7,59,3
HOLNLDM000661726440,DOUBLE W RODEO,2016,241,1,941763,CO60,2024HC,95,91,E,99,757,149,30,14,18,99,99,99,99,E,1,52,77,62,62,95,119,-26,-25,-33,62,7
HOLNLDM000431724702,DELTA UFAL,2005,241,1,977578,CO60,2024HC,90,-82,E,96,150,64,-31,0,-6,97,97,96,97,E,0,51,76,60,60,-121,-162,92,89,78,60,14
HOLBELM000312047566,MERWEHOEVE DRIVE,2014,241,1,941371,CO60,2024HC,93,26,E,98,352,471,10,-2,15,98,98,98,98,E,1,49,76,60,60,2,-32,64,62,51,60,13
HOLDEUM000541082235,LIBERO P,2020,241,1,783558,IM74,2024HC,69,193,G,75,0,1011,49,32,54,82,80,75,75,G,0,48,72,50,50,68,108,74,72,40,50,34
HOLNLDM000521035794,ARON VD BOMMELBOSCHHOEVE,2008,241,1,978844,CO60,2024HC,92,-137,E,97,228,141,-41,7,2,98,98,97,98,E,1,43,75,59,59,-123,-172,96,93,79,59,17
HOLNLDM000531163997,'T LONS VLAK DELTA ORANGE,2009,241,1,940271,CO60,2024HC,91,-34,E,96,165,-461,-12,-14,-20,97,97,96,97,E,0,56,78,62,62,-112,-128,71,69,63,62,8
HOLFRAM005368780749,AUNAY BOUGRIE DKR OPEN,2018,241,1,782478,IM53,2024HC,74,142,J,80,0,734,66,33,28,85,84,80,85,J,0,48,73,52,52,52,186,11,11,-16,52,27
HOLNLDM000561145280,DELTA FREERIDER,2014,241,1,941479,CO60,2024HC,95,158,E,99,715,-398,-10,3,-21,99,99,99,99,E,0,55,78,63,63,-19,-11,-25,-24,-24,63,-1
HOLDNKM000000258449,VH HOEJGAARD REFLECTOR ROZWELL,2015,241,1,780779,IM65,2024HC,89,48,E,94,110,-455,-21,-4,-11,96,95,94,96,E,0,51,76,59,59,-155,-119,62,60,53,59,9
HOLNLDM000711818246,PLATAAN FRODO,2010,241,1,940383,CO60,2024HC,90,-158,E,96,135,-33,-21,-2,-8,97,97,96,97,E,0,50,76,60,60,-21,-41,-12,-12,-4,60,-8
HOLCANM000012189029,STANTONS APPLICABLE,2015,241,1,769626,IM75,2024HC,93,114,D,98,456,-362,10,-11,-14,98,98,98,98,D,1,52,77,61,61,93,86,-89,-86,-67,61,-22
HOLNLDM000481938966,BAVELO'S SALTO,2007,241,1,978590,CO60,2024HC,76,-5,G,81,0,-206,-38,-14,-8,86,85,81,79,G,0,55,75,54,54,-123,-158,57,55,52,54,5
HOLBELM000413723696,BARNKAMPER MAJESTIC,2018,241,1,942156,CO60,2024HC,90,190,E,94,1031,776,5,18,41,96,95,94,96,E,23,66,81,66,66,-101,-92,157,152,123,66,34
HOLDEUM000770936248,GIN FRISBEE RDC,2020,241,1,783423,IM74,2024HC,70,159,G,76,0,841,55,41,32,83,81,76,76,G,0,47,72,50,50,-17,148,38,37,10,50,28
HOLNLDM000531233904,DELTA LEONARDO,2009,241,1,940272,CO60,2024HC,90,-140,E,96,159,-547,-23,-3,-23,97,97,96,97,E,5,52,76,60,60,-81,-131,60,58,50,60,10
HOLDEUM000361629044,MIRCO,2019,241,1,783855,VL06,2024HC,68,76,G,74,0,493,18,13,24,81,79,74,74,G,0,47,72,50,50,49,106,-34,-33,-27,50,-7
HOLUSAM003134408771,PEAK ALTACOMFORT,2016,241,1,780585,KI77,2024HC,91,129,E,97,315,1305,50,39,67,98,98,97,98,E,0,47,75,59,59,68,147,56,54,18,59,38
HOLUSAM003014562298,SANDY-VALLEY ALTAPACKARD,2016,241,1,780568,KI77,2024HC,84,55,E,89,34,-105,31,5,-14,92,91,89,91,E,0,47,74,56,56,31,115,-57,-55,-55,56,-2
HOLNLDM000871871392,GAME,2013,241,1,780130,IM74,2024HC,85,-5,E,91,69,417,-1,16,11,93,93,91,93,E,0,49,75,57,57,-56,13,11,11,4,57,7
HOLDEUM001501864770,BIATHLON,2011,241,1,768144,IM74,2024HC,90,-2,E,94,89,106,7,-17,5,95,95,94,95,E,0,53,76,59,59,-63,-53,54,52,48,59,6
HOLNLDM000671160867,BACCHUS CHALK,2018,241,1,942289,CO60,2024HC,81,70,E,88,82,1008,-23,19,45,91,91,88,91,E,0,51,75,57,57,-30,-40,51,49,43,57,8
HOLNLDM000921967037,BOUW FOREMAN,2013,241,1,941363,CO60,2024HC,91,6,E,96,172,347,24,7,28,97,97,96,97,E,0,52,76,60,60,42,111,-29,-28,-28,60,-1
HOLNLDM000481402322,LOWLANDS LINDO 55,2007,241,1,978802,CO60,2024HC,76,-136,G,81,0,-388,-27,-9,-25,86,85,81,79,G,0,55,75,54,54,-18,-120,33,32,31,54,2
HOLNLDM000431425216,DELTA NAVAJO,2006,241,1,977926,CO60,2024HC,89,-193,E,95,119,-296,-21,-12,-25,96,96,95,96,E,0,55,77,61,61,-49,-198,120,116,100,61,20
HOLCANM000012076373,GILLETTE MALCOLM,2015,241,1,769779,IM53,2024HC,81,-19,E,88,30,91,-2,0,16,91,91,88,91,E,0,52,75,57,57,41,65,-55,-53,-39,57,-16
HOLUSAM003134408750,PEAK NASH,2016,241,1,941910,CO60,2024HC,78,72,J,84,0,326,1,7,12,87,87,84,86,J,0,48,74,54,54,-10,-34,54,52,38,54,16
HOLDEUM001501528287,BILBO-ET,2014,241,1,769325,IM74,2024HC,80,-29,J,87,0,774,-33,-2,28,90,89,87,88,J,0,49,74,55,55,54,64,-111,-108,-69,55,-42
HOLUSAM003134407043,PEAK PIRATE,2016,241,1,941884,CO60,2024HC,70,21,G,76,0,43,-3,-3,-8,82,81,76,75,G,0,48,72,50,50,143,125,-141,-137,-98,50,-43
HOLNLDM000431424509,IJSSELVLIEDT JARGON,2005,241,1,977376,CO60,2024HC,91,-141,E,97,188,790,-19,4,38,97,97,97,97,E,0,51,76,60,60,12,-70,67,65,61,60,6
HOLNLDM000562601839,VANDENBERG DELTA SNITS,2017,241,1,821173,,2024HC,78,135,G,84,0,-718,22,-18,-33,88,87,84,81,G,0,55,76,56,56,-21,-26,24,23,12,56,12
HOLNLDM000431320788,DELTA MADDOX,2006,241,1,977726,CO60,2024HC,90,-313,E,96,143,-466,-37,-35,-20,97,96,96,97,E,0,53,77,61,61,-104,-227,96,93,99,61,-3
HOLNLDM000731164859,SLINKE SLACHTE POKERFACE,2011,241,1,39678,KI39,2024HC,91,-106,E,97,193,-391,3,-2,-20,97,97,97,97,E,0,50,76,60,60,-40,-71,58,56,42,60,16
HOLDEUM001501255915,DELANO,2015,241,1,780207,IM74,2024HC,83,-14,J,90,0,809,-5,-16,36,92,91,90,89,J,0,49,75,57,57,103,86,-82,-80,-54,57,-28
HOLNLDM000751519714,APINA MALCOLM,2012,241,1,941084,CO60,2024HC,97,100,E,99,5545,1164,29,35,49,99,99,99,99,E,12,69,82,68,68,5,62,78,76,47,68,31
HOLUSAM003134545257,PLAIN-KNOLL MARCUS,2018,241,1,781848,IM90,2024HC,74,34,G,81,0,540,15,18,27,86,85,81,79,G,0,47,73,52,52,152,149,-75,-73,-59,52,-16
HOLUSAM003014558977,WA-DEL ABS BOURBON,2014,241,1,769350,KI56,2024HC,94,79,D,99,773,1711,25,37,93,99,99,99,99,D,3,57,78,63,63,42,118,53,51,32,63,21
HOLNLDM000471228460,DELTA PIRATE,2006,241,1,978397,CO60,2024HC,90,-124,E,96,154,-1149,-13,-19,-47,97,97,96,97,E,0,55,77,61,61,14,-111,23,22,24,61,-1
HOLDEUM000360940341,VH KALIF,2018,241,1,782490,IM65,2024HC,79,118,E,86,146,342,28,28,12,90,90,86,89,E,0,48,74,55,55,24,112,-14,-14,-25,55,11
HOLNLDM000722777826,KOEPON 7782 PANTIN,2011,241,1,767231,IM52,2024HC,86,-174,E,93,66,-55,-60,-29,-12,94,94,93,94,E,0,50,75,58,58,-82,-148,-18,-17,14,58,-32
HOLNLDM000482655415,DELTA REGGAE,2007,241,1,978249,CO60,2024HC,91,-121,E,97,185,-680,-21,-25,-35,97,97,97,97,E,0,56,78,62,62,-111,-144,44,43,47,62,-3
HOLCANM000012470245,LINDENRIGHT HISTORY,2016,241,1,780884,KI36,2024HC,82,-42,J,87,0,537,-13,9,16,91,90,87,89,J,0,48,74,55,55,115,80,-84,-81,-59,55,-25
HOLUSAM000055967106,CREEK PLAN TENDERIZER,2009,241,1,940294,CO60,2024HC,75,-187,G,80,0,26,-41,-23,-18,86,84,80,79,G,0,51,74,53,53,20,-80,-45,-44,-20,53,-25
HOLFRAM002939812989,PETTON PEPSI,2019,241,1,782588,IM03,2024HC,78,147,E,86,59,1625,75,58,67,90,89,86,89,E,0,49,74,55,55,66,237,38,37,-4,55,42
HOLNLDM000521542566,DELTA BUSINESS,2009,241,1,940057,CO60,2024HC,89,-200,E,95,127,22,-39,-25,0,96,96,95,96,E,0,53,76,59,59,-6,-92,-16,-16,11,59,-27
HOLNLDM000422992631,SOUTHLAND LEVY,2005,241,1,977659,CO60,2024HC,90,-144,E,96,149,366,-35,9,14,97,97,96,97,E,0,55,77,61,61,-81,-97,46,45,41,61,5
HOLNLDM000871458443,KOSSINKHOEVE PICO,2014,241,1,941386,CO60,2024HC,90,2,E,96,165,-47,5,-6,10,97,97,96,97,E,0,49,76,60,60,34,63,-50,-49,-35,60,-15
HOLNLDM000882812023,ERICE,2012,241,1,767913,IM03,2024HC,92,-14,E,97,203,914,11,0,44,98,98,97,98,E,0,50,76,60,60,92,72,-11,-11,-2,60,-9
HOLDEUM000362447911,BWH BENBOY,2020,241,1,783692,IM03,2024HC,69,201,G,75,0,877,21,31,41,82,80,75,75,G,0,47,72,50,50,51,121,-9,-9,-11,50,2
HOLNLDM000691564159,BROEKLANDER SJORS,2021,241,1,821503,,2024HC,75,149,G,80,0,874,33,38,49,86,85,80,79,G,0,50,74,53,53,150,243,-92,-89,-76,53,-16
HOLNLDM000421423440,BEEMSTAR KIRK,2005,241,1,977443,CO60,2024HC,90,-162,E,96,180,-777,-34,-40,-47,97,97,96,97,E,0,50,76,60,60,-240,-269,115,112,112,60,3
HOLNLDM000761402145,KIRA BAKU,2013,241,1,768691,IM63,2024HC,83,-65,E,90,36,967,3,14,30,92,92,90,92,E,0,49,75,57,57,112,123,-76,-74,-60,57,-16
HOLCANM000013807894,PROGENESIS PODIUM,2020,241,1,783783,IM75,2024HC,69,303,G,75,0,1682,108,76,81,82,81,75,75,G,0,47,72,50,50,135,323,52,50,7,50,45
HOLDEUM000362637928,VH SLY PP RC,2020,241,1,783758,IM65,2024HC,71,164,G,77,0,888,31,37,44,83,82,77,76,G,0,48,73,51,51,106,167,-25,-24,-25,51,0
HOLDEUM000541733558,PRO ARIZONA,2021,241,1,784264,IM74,2024HC,68,268,G,74,0,1871,70,55,85,81,79,74,74,G,0,47,72,50,50,68,222,55,53,23,50,32
HOLNLDM000590721134,BARNKAMPER SYLVESTER,2015,241,1,941708,CO60,2024HC,95,-46,E,99,609,1277,16,25,72,99,99,99,99,E,3,56,78,63,63,133,151,-29,-28,-27,63,-2
HOLNLDM000431425153,DELTA MINDSET,2006,241,1,977875,CO60,2024HC,90,-164,E,95,119,-1266,-35,-31,-68,96,96,95,96,E,0,54,77,61,61,-191,-240,76,74,73,61,3
HOLNLDM000622692582,VISSTEIN K&L PABLO,2016,241,1,941794,CO60,2024HC,95,-132,E,99,847,-1058,4,-19,-51,99,99,99,99,E,1,43,75,59,59,26,-6,-50,-49,-37,59,-13
HOLNLDM000731578959,WALDCLASS FREEPLAY,2013,241,1,941235,CO60,2024HC,96,-78,E,99,1530,-968,-28,-27,-35,99,99,99,99,E,1,48,76,61,61,-54,-100,-17,-16,5,61,-22
HOLDEUM000362375386,GALENO P,2019,241,1,783233,IM03,2024HC,71,183,J,78,0,826,57,22,40,83,82,78,84,J,0,47,72,51,51,164,217,-40,-39,-46,51,6
HOLDEUM001262563317,RBB CROWNTOWN ET,2020,241,1,783190,IM03,2024HC,70,255,G,76,0,2027,81,60,97,83,81,76,76,G,0,48,73,51,51,-45,182,134,130,75,51,59
HOLDEUM000362881835,CAMPEN,2020,241,1,784000,IM74,2024HC,70,149,G,76,0,1008,52,40,48,83,81,76,76,G,0,47,72,50,50,136,247,-55,-53,-52,50,-3
HOLDEUM001262598996,BENDER,2019,241,1,782989,IM74,2024HC,75,228,J,86,0,325,-7,9,16,90,89,86,88,J,0,47,74,55,55,-101,-89,98,95,73,55,25
HOLNLDM000482630373,VENDAIRY BLOCKBUSTER,2007,241,1,39484,KI39,2024HC,90,-210,E,96,143,-147,-71,-31,-6,97,97,96,97,E,0,49,76,60,60,1,-198,12,12,44,60,-32
HOLUSAM003145285423,HURRICANE,2018,241,1,784713,IM03,2024HC,81,112,J,90,0,588,28,9,29,92,91,90,89,J,0,47,74,55,55,-34,63,30,29,13,55,17
HOLUSAM000145172060,DEWGOOD CONESTOGA,2021,241,1,942626,CO60,2024HC,69,167,G,75,0,1105,57,43,53,82,80,75,75,G,0,47,72,50,50,4,163,47,46,18,50,29
HOLDEUM000352303357,SUMMER,2010,241,1,766283,VL06,2024HC,88,-55,D,95,119,-947,-29,-27,-37,96,96,95,96,D,1,44,74,57,57,-124,-136,15,15,28,57,-13
HOLNLDM000442030812,HOEKLAND MAIK,2006,241,1,36682,KI36,2024HC,97,-29,D,99,1413,288,-15,-5,10,99,99,99,99,D,6,71,83,70,70,42,47,-75,-73,-55,70,-20
HOLDEUM000362447807,BWH COPYMASTER,2020,241,1,783833,IM03,2024HC,71,169,G,77,0,1402,55,44,63,83,82,77,76,G,0,47,72,50,50,11,181,34,33,9,50,25
HOLNLDM000661388310,DELTA NEW STAR,2019,241,1,942381,CO60,2024HC,78,186,G,84,0,1020,31,46,55,89,88,84,88,G,0,50,74,55,55,11,96,65,63,32,55,33
HOLDEUM000122523964,MERIAN PP,2017,241,1,781401,IM03,2024HC,84,15,E,88,42,1051,5,31,38,91,91,88,91,E,0,49,75,57,57,0,61,15,15,4,57,11
